berita,label
"video menteri negeri, retno marsudi, menandatangani pelunasan hutang negara china",1
kpu sumbar coret nama irman gusman daftar calon dpd ri,0
who siapkan pandemi,1
vaksin mrna covid-19 menyebabkan penurunan kesuburan reproduksi,1
227 perguruan teken kerja praktisi mengajar angkatan 3,0
"china dikabarkan garap kereta cepat nyambung surabaya, kemenhub bilang",0
"medan lautan, rumah kendaraan ludes diterjang banjir",1
partai buruh metode verifikasi faktual parpol dibicarakan ulang,0
karya seni arief witjaksana tampil digital art week 2023 jepang,0
6 contoh amanat pembina upacara peringatan sumpah pemuda 2023,0
pendaftaran rekrutmen pegawai bumn,1
"“ternyata eropa, paus fransiskus tunduk keluarga rothschild”",1
prabowo penjarakan anggota dpr tolak ruu perampasan aset,1
komunitas jaga-nu jatim deklarasikan dukung ganjar-mahfud pilpres,0
"4 kerabat kepala daerah incar dprd sulsel dapil 4, istri-anak bupati",0
"rutin gelar nobar sepakbola, segini biaya dikeluarkan pemkot solo",0
“jadi odgj kecanduan game onlen”,1
gibran dana abadi pesantren: keberlanjutan penyempurnaan,0
pkp: pencalonan andika panglima tni pengaruhi peta pilpres,0
“mike tyson membayar $10 juta dolar orang menikahi putrinya”.,1
tautan pendaftaran transmigrasi 2024,1
surat undangan penetapan calon penerima bantuan dana hibah kemenag,1
sby panggil cawali-cawawali surabaya rasiyo-abror,0
“dumatno budi utomo pemilik asli foto wisuda diakui jokowi”,1
panggilan telepon whatsapp mengatasnamakan kadis pupr serang,1
masinton pdip usul hak angket mk paripurna dpr,0
swedia usir pria irak pelaku pembakaran al-qur'an,0
video tiktok dedi mulyadi berjanji uang membantu keuangan follower,1
"angkasa, fasilitas toilet mewah nonton bumi",0
bawaslu sulsel awasi proses rekrutmen ppk-pps,0
"beasiswa s2 mext buka tokyo institute of technology 2024, yuk daftar!",0
link-teks amanat pembina upacara sumpah pemuda 2023 resmi kemenpora,0
"optimalkan produksi, pertamina hulu rokan terapkan transformasi digital",0
"video tautan pendaftaran bbm subsidi, mudah ktp stnk",1
menpora dito: target asian games 2023 meleset,0
terbaru khofifah pilih timses capres: lho sik gubernur,0
kpu papua barat nyatakan 15 calon dpd lolos administrasi,0
kelakar jubir anies tpn ganjar limpahkan sumbangan berlebih,0
kpu temanggung lakukan verifikasi faktual partai politik,0
"beda yahudi, israel, zionis? simak penjelasannya keliru",0
jokowi buka suara pencopotan baliho ganjar-mahfud kunker bali,0
9 faktor penghambat perdagangan internasional,0
satgas covid-19 indramayu terbitkan aturan prokes pilkada 2020,0
pesan sms berhadiah raffi ahmad,1
16 poin evaluasi pbsi gagal asian games 2023,0
"rapat internal bocor, januari 2024 suara hasil pemilu angkanya",1
"video jokowi bantu 50 juta tekan follow, love, panah",1
partai gelora jatim bersaing pemilu 2024,0
"bukit menoreh kalibawang terbakar, pemadaman terkendala medan",0
akun tiktok @giveaway2024_raffi mengadakan giveaway rans entertainment by bank bri 2024,1
koalisi oms buka posko pengaduan kawal pemilu,0
raffi ahmad bagikan uang puluhan juta rupiah,1
"yenny wahid dukung ganjar-mahfud, cak imin: aja",0
biografi soenario sastrowardoyo perannya sumpah pemuda,0
kota ukraina dibom rusia,1
akun tiruan kadis pupr barito utara iman topik,1
penanganan stunting sampah prioritas penganggaran 2024 jabar,0
partai gelora apresiasi kpu sipol proses pendaftaran parpol,0
internet mati badai matahari 2025,1
video tumpukan uang ruang staf khusus eks menkominfo budi arie,1
foto menteri negeri rusia duduk meja kepresidenan amerika serikat,1
raffi ahmad buka perusahaan judi online,1
video situasi iran serang israel rudal menyala,1
fraksi pkb dprd sulsel usul anggaran perjalanan dinas dikurangi rapbd 2024,0
menempelkan bawang merah kaki anak meredakan demam flu,1
"tangkapan layar artikel berjudul “hanya merebut asuransi mirna 65 milyar singapura, ayahnya tega meracuni mirna sianida”",1
drone iran tersangkut kabel,1
"pangling banget! ivan gunawan sukses pangkas bb 90 kg, intip resepnya",0
informasi akun facebook “ppn bappenas”,1
palestina dihapus daftar negara kelahiran passport kanada,1
banjir hantam kalimantan timur tenggelam,1
banten hancur lebur sekampung ambrol diterjang gempa,1
bogor hancur ratusan rumah berguncang hebat akibat gempa 5 agustus 2024,1
akun tiruan pegawai kejari kabupaten sukabumi,1
koalisi masyarakat sipil: pilih anggota kpud terbukti curang,0
video ikan mati pantai klara kabupaten pesawaran september 2024,1
manfaat merokok,1
pembangunan ikn dihentikan 10 agustus 2024,1
gambar gibran gelar gus kyai,1
pesan berantai whatsapp “kecelakaan beruntun didepan pom bensin malang”,1
jokowi promosikan sprei umkm,1
nostalgia bioskop soboharsono: laris manis jadwal film midnight,0
ketum pbnu yahya cholil staquf ikuti ritual yahudi koululam,1
pandangan eks hakim mk polemik putusan usia capres-cawapres,0
adian napitupulu dihalang-halangi sidak kantor kpu,1
elon musk bagikan kekayaannya membantu perekonomian dunia situs judi online,1
5 film cocok disaksikan rayakan sumpah pemuda,0
kpu bengkulu verifikasi faktual dukungan calon senator,0
“kehadiran pasukan rusia #gaza disambut hangat sujud syukur rakyat palestina”,1
sekolah inggris robot ai asisten kepsek & kepala guru,0
paket cod cina berisi narkoba,1
parpol trenggalek ajukan calon legislatif,0
"gambar ayah jokowi, notomiharjo tokoh pki tionghoa",1
jokowi dalang korupsi timah 300t,1
"kecam kekejaman zionis israel, ronaldo bentangkan bendera palestina",1
ribuan warga tumbal gelombang samudra hindia 10 mei 2024,1
video luhut marah najwa mendukung demo uu pilkada 2024,1
"95 sumpah pemuda, gmni: nepotisme ancam pemuda",0
wanita berselfie tsunami taiwan menerjang,1
“ledakan israel disembunyikan”,1
keren! mobil bertenaga surya susuri 3000 km jalanan australia,0
"dpr, mendagri, kpu sepakat laksanakan putusan mk",0
luhut: loyalitas jokowi luntur,0
"hasto bicara merah berubah kuning gibran, golkar: mudah-mudahan",0
528 gedung jakarta hancur akibat angin puting beliung,1
"mitos ikan dewa, hewan keramat jelmaan prajurit prabu siliwangi",0
kpu ri gelar rapat teknis partai prima putusan bawaslu,0
basarah: putusan pn jakpus pemilu ditunda bertentangan uud,0
"ridwan kamil bantuan biaya sekolah, modal usaha, bayar hutang",1
"amuk massa kepala desa, pemilu curang. kejadian ntb, pemicu nya masyarakat protes kecurangan 02",1
"imbas konflik israel-hamas, muslim australia: serangan islamofobia meningkat",0
isuzu bawa teknologi ramah lingkungan jms 2023 truk hidrogen,0
bawaslu panwascam miliki mental pejuang petarung,0
“pemekaran 10 provinsi pulau jawa”,1
pasien korban kecelakaan identitas rs charitas pusat,1
"indonesia vs brunei malam ini, jalan balai kota solo nobar",0
terowongan penghubung rafah mesir,1
"gunung semeru meletus, ribuan rumah terdampak abu vulkanik",1
baliho ganjar-mahfud dicopot jelang kunjungan jokowi perintah mahendra,0
jokowi thr emas 24 karat tiktok,1
"kebijakan pnbp 2024, kemenkeu fokus lingkungan layanan",0
foto stasiun bandung diselimuti salju,1
"geser pol espargaro, rider moto2 pedro acosta kelas motogp",0
"jelang pilkada 2024, ki pusat gencar fgd kpu bawaslu",0
prabowo pastikan pemerintah tindak lanjuti pengadaan air bersih papua,0
stres bikin orang cenderung makan berlebih?,0
karni ilyas promosikan obat nyeri sendi,1
isl 2015 bergulir?,0
akun facebook bupati aceh barat “mahdi efendi”,1
jepang melarang suntikan mrna covid,1
banjir 4 meter tenggelamkan batam 25 september 2024,1
kpu supiori lakukan verifikasi paslon perseorangan yotam-maryar,0
hakim konstitusi masinton pdip usul hak angket mk: dibuat-buat,0
tips bangun kebiasaan membaca keluarga ala mendikbud nadiem & dee lestari,0
“pegi setiawan bagikan bansos menerima ganti rugi pencemaran nama 10 miliar”,1
pemuda pancasila anies,1
produk pangan rekayasa genetika berbahaya dikonsumsi,1
klaim cak imin suara pemilihnya kuat 3 provinsi jawa,0
minum air dingin cuaca panas sebabkan stroke,1
"yuk ""berlari berbagi"" ct arsa charity fun run, hadiahnya ratusan juta!",0
sembuhkan mata minus tanaman pacing,1
"15 kampus teknik terbaik indonesia versi the wur by subject 2024, ui salip itb",0
suzuki pamer mobil listrik ternyar kendaraan terbang japan mobility show,0
penampilan cheerleader korea utara olimpiade paris 2024,1
iran pamer rudal al jahanam,1
"diagram batang: definisi, jenis, contoh, membuatnya",0
lumba lumba merah muda ditemukan terdampar papua,1
swedia gelar kompetisi seks cabang olahraga,1
"spesifikasi lengkap xiaomi 14 pesaing berat iphone 15 pro, awas tergoda",0
sir jim ratcliffe bonekanya glazer?,0
"penemuan rangka wanita kalangan elit abad kedua, makamnya utuh",0
gambar demo kebebasan pegi setiawan 1 juni cirebon,1
kpu umumkan tahapan pendaftaran partai politik,0
akar kelapa kuning telur meningkatkan stamina seks pria,1
akun whatsapp pj bupati kampar hambali +62 852 9328 4010,1
fifa diskualifikasi timnas irak curang lawan indonesia,1
poster lowongan pekerjaan pertamina juli 2024,1
fx rudy: bu mega perintahkan kawal jokowi selesai,0
“program festival 2024 nasabah bank bri mobile banking (brimo)”,1
aktor amerika pidato mendukung kemerdekaan palestina,1
"profil wilda nurfadhilah, eks kapten timnas voli putri menikah",0
stadion si jalak harupat bandung 100% pildun u-17,0
video warga israel kabur tangga eskalator iran merudal israel,1
bantuan donasi haji herman whatsapp,1
penggeledahan rumah ketua kpk viral video hoax jokowi fasih bahasa mandarin,0
"oppo rilis file opening anywhere, bikin find n3 macbook terhubung",0
detik.com beritakan “pernyataan jokowi sengaja terekam kamera”,1
uranium diandalkan bahan bakar alternatif habis 80,1
dampak serangan iran israel,1
pdip bukti 17 persen suara ganjar terkunci kpu,1
foto ribuan buruh gedung dpr ri,1
video suporter indonesia menyanyikan takbir pertandingan indonesia melawan irak,1
video pernikahan jenis wonosobo,1
bantuan dana rp 250 juta mengatasnamakan kerajaan arab saudi,1
anggota dpr masyarakat aktif dukung pelaksanaan pemilu 2024,0
penghitungan suara dihentikan kecurangan pemilu terbongkar,1
umat kristiani prancis turun jalan memprotes pembukaan olimpiade paris 2024,1
daftar gebrakan menteri pendidikan dasar menengah abdul mu’ti,1
akun facebook “bundaa inul” buka giveaway menebak nama daerah,1
bank dki: literasi keuangan kunci dukung stabilitas ekonomi daerah,0
beras mahal langka ditimbun pdip,1
singapura serahkan 1000 triliun aset indonesia dicuri koruptor,1
postingan testimoni hadiah uang tunai 30 juta baim,1
"harry kane jalan, awet messi & ronaldo",0
erick thohir sahkan antony santos pemain timnas indonesia,1
"kepanjangan kbli? definisi, fungsi, struktur pengkodeannya",0
"tokoh terkenal jatim gabung tkn prabowo-gibran, siapa?",0
lowongan kerja pt badak lng,1
ade armando ngaku support penuh kaesang pdip gugat rp 200 m,0
ikn mengalami banjir longsor menjelang upacara kemerdekaan,1
anies turun mahasiswa duduki dpr akibat ukt,1
momentum politik 2024 megawati prabowo bertemu,1
hikayat pangeran syaofidin makamnya masjid agung sukabumi,0
foto shah rukh khan sekarat,1
akun whatsapp tiruan pj gubernur riau rahman hadi,1
desy ratnasari 5 resep awet muda jelang usia 50: hindari tepung,0
wujud mobil bertenaga surya melintasi pedalaman australia,0
video penampakan unta banjir dubai,1
"15 berbeda arti medan pulau jawa, bujang!",0
kipp jatim imbau pemerintah tunda tahapan pilkada 2020,0
akun tiktok tiruan pengusaha jhon lbf “@jhonlbf.berbagi14”,1
video “bara rudal iran membumihanguskan israel”,1
"santri nasional 2023: jadwal, tema, logonya",0
amien rais kanan dukung prabowo,1
tawaran mobil kepala bpn kota depok wa,1
michael bambang hartono janjikan bantuan 50 juta,1
jokowi ajak negara-negara teluk arab kembangkan industri halal,0
pelatih timnas indonesia shin tae yong mundur laga lawan cina,1
timnas new guinea didiskualifikasi olimpiade paris 2024,1
prabowo-hatta perintahkan mobilisasi massa kpu,0
link undian mengatasnamakan bri,1
"profil mohammad yamin, tokoh merumuskan ikrar sumpah pemuda",0
akun tiktok “@bankmandiri14000” menyediakan pinjaman via whatsapp,1
politikus golkar: aura kemenangan prabowo-gibran mata,0
prabowo beragama katolik,1
tulang sendi anak sedunia: sejarah memperingatinya,0
khofifah sematkan satya lencana 525 sukarelawan donor darah pmi jatim,0
rodri tertarik arab saudi ambisi,0
kesbang pol agam terima laporan keberadaan 18 partai politik,0
rs mandaya royal puri upgrade layanan deteksi-terapi kanker payudara,0
megawati hadiri sidang mk bungkam kecurangan 02,1
pesan whatsapp tawaran penerimaan mahasiswa unesa,1
prabowo terang-terangan batalkan ikn,1
sang anak kecewa mahfud md batal cawapres 2019,0
bill gates “meramal” covid-19 vaksin,1
info loker pt timah akun facebook “pt timah tbk”,1
ike-zam gagal maju pilkada kota bandarlampung,0
harapan motogp mandalika,0
video aceh mengibarkan bendera gam prabowo diresmikan mk,1
"porkot makassar 2023 dibuka ini, cek venue jadwal pertandingannya!",0
telur ayam kampung madu mengatasi step akibat demam anak,1
"art jakarta 2023 'energik', 68 galeri seni ramaikan",0
pln pasok listrik byarpet ajang motogp mandalika,0
presiden jokowi sita aset hasil korupsi timah milik harvey moeis,1
"pencemaran udara: pengertian, penyebab, dampak, contohnya",0
jepang melarang penyuntikan vaksin covid-19 berbasis mrna,1
dokumen wef 6 miliar orang meninggal 2025,1
dibahas ma'ruf amin 3 bacawapres jelang pemilu,0
"uu ikn disahkan, kalinya indonesia memiliki ibukota",1
domino’s pizza menyebut islam bodoh struk,1
menyimak pernyataan puan hasto isu 3 periode muncul,0
gunung ciremai meletus 14 jam,1
"kemarin, verifikasi faktual mundur adian napitupulu istana",0
"sarjana baru, badai phk, pengangguran terdidik",0
nike keluarkan sepatu edisi bendera israel,1
bpjs kesehatan salurkan bantuan dana rp 25 triliun,1
"demokrat sulsel tahan sebar baliho capres: pasang, dicabut",0
"copywriter? pengertian, tugas jenis kontennya",0
suami puan maharani ditangkap kpk,1
"filosofi 'jihad santri jayakan negeri', tema santri nasional 2023",0
"asosiasi adalah: pengertian, bentuk, ciri-ciri, contohnya",0
kim yeon koung megawati hangestri kapten pink spider,1
kpu denpasar: nihil calon perseorangan berkonsultasi,0
akun whatsapp bupati halmahera bassam kasuba menawarkan bantuan,1
"gibran disayang, gibran membangkang",0
ikn tanah dijahit,1
berita terkini terkini ~ (jokowi) gibran kaesang terlibat!? tangkap! kabar akurat,1
kpu sulawesi bentuk petugas pemutakhiran data pemilih,0
grup whatsapp mengatasnamakan siminvest/sinarmas sekuritas,1
modifikasi cuaca bikin langit jambi diguyur hujan lebat,0
"pangandaran diguncang gempa bermagnitudo 10,5 18 februari 2024",1
video “aksi protes paris penghinaan penodaan agama kristen upacara olimpiade”,1
“kista ovarium sebab’kn kb suntik 3bln”,1
dpr gelar rapat paripurna keputusan calon panglima tni selasa,0
pb mansion sports box raih medali perak turnamen kja open 2023,0
bank indonesia keluarkan uang hasil redenominasi,1
gebyar undian mengatasnamakan bank lampung,1
pasukan pemuda pancasila mendemo kpu tasikmalaya kecurangan pemilu 2024,1
"mengatasi blank spot pakai satelit, bisa?",0
mk pedemo: “tidak harapan rakyat menang”,1
"praktis & murah, top up game pakai dana bayar harga!",0
"pembukaan stqh nasional jambi, menag yaqut kampayekan pemilu damai",0
foto kaesang mengenakan rompi bertuliskan “cucu pki”,1
12 satuan pendidikan vokasi pamer 72 karya busana jmfw 2024,0
bawaslu temukan 6.492 ktp asn dukung calon perseorangan,0
sederet kesaksian wakil rektor sidang perkara korupsi spi unud,0
tv one news: “pm timor leste klaim suara toa negaranya berisik dimusnahkan diatur volumenya”,1
"pdip ditinggalkan jokowi & keluarga, ganjar bilang",0
tautan pendaftaran bansos bpnt pkh,1
anis matta menargetkan 1 juta kader partai gelora oktober 2021,0
kpu harapkan anggaran pilkada dipenuhi,0
"pecat gibran cawapres prabowo, alasan pdip",0
puan khawatir gibran rebut suara pdip jateng: strategi,0
kpu sumbar hadiri mediasi i tim fakhrizal-genius umar,0
"“saya baim 200 orang tercepat {hadir} transfer 5 juta , acak”",1
akun facebook kapolres minsel feri sitorus,1
kpu sumbar: 3 pasang calon daftarkan,0
fakta seputar futsal: sejarah bedanya sepakbola,0
"pengertian glosarium, manfaat, contohnya",0
nomor whatsapp mengatasnamakan pj wali kota bandung 0822 4131 3339,1
berkumur minyak tanah bensin obati sakit gigi,1
4 kerabat kepala daerah nyaleg dapil 4 dprd sulsel modal basis suara,0
pandemic treaty mengancam keselamatan masyarakat,1
polda metro siagakan ribuan personel amankan unjuk partai buruh,0
8 perwakilan ri mit bangun ekosistem inovasi indonesia,0
"5 langkah penelitian sejarah, saja?",0
surat undangan bimtek mengatasnamakan bpk,1
gibran sma kelas 2 & lulus,1
kpu: beban penyelenggaraan berat pemungutan 15 mei 2024,0
"sunan prapen, penyebar islam wali songo terlupakan",0
bawaslu sulsel 545 ppdp makassar reaktif covid-19 diganti,0
giveaway uang puluhan juta inul daratista,1
"20 contoh teks tanggapan, lengkap struktur ragam kalimatnya",0
"projo sulsel akui sulit jual gibran pilpres, raup suara generasi z",0
